Date	Time	Media	Ec	OD600	Ex485Em535	Ex550Em630
2025_05_02	330_PM	M9	108	0.07933089166	208070.75	824819.5
2025_05_02	330_PM	M9	109	0.1447020283	149303.75	1513515.5
2025_05_02	330_PM	M9	109	0.1561510808	151852.75	1462150.5
2025_05_02	330_PM	M9	112	0.296844104	200930.75	165798.5
2025_05_02	330_PM	M9	112	0.2935698398	193523.75	173026.5
2025_05_02	330_PM	M9	63	0.5564972244	401308.75	752284.5
2025_05_02	330_PM	M9	63	0.5726534429	407743.75	762220.5
2025_05_02	330_PM	M9	103	0.4490513921	422166.75	2815836.5
2025_05_02	330_PM	M9	103	0.4593743288	417080.75	2963019.5
2025_05_02	330_PM	M9	108	0.1677225905	461360.75	1669035.5
2025_05_02	330_PM	M9	108	0.1759580175	455186.75	1641611.5
2025_05_02	330_PM	M9	109	0.4540575974	387904.75	3917695.5
2025_05_02	330_PM	M9	109	0.4655945454	400069.75	3955129.5
2025_05_02	330_PM	M9	Blank	-0.0006022040226	3436.75	1035.5
2025_05_02	330_PM	M9	Blank	-0.001733929886	-341.25	684.5
2025_05_02	330_PM	M9	Blank	-0.0007368563606	-2156.25	-1215.5
2025_05_02	330_PM	M9	Blank	0.003072990269	-939.25	-504.5
2025_05_02	530_PM	M9	33	0.4053685761	373603.25	3487.5
2025_05_02	530_PM	M9	33	0.4313768398	386773.25	1966.5
2025_05_02	530_PM	M9	34	0.2499197614	887980.25	123000.5
2025_05_02	530_PM	M9	34	0.2385509299	845696.25	124572.5
2025_05_02	530_PM	M9	35	0.347904727	325509.25	350593.5
2025_05_02	530_PM	M9	35	0.3321309811	319050.25	338237.5
2025_05_02	530_PM	M9	36	0.09654605421	2750407.25	158373.5
2025_05_02	530_PM	M9	36	0.09827663565	2727071.25	165662.5
2025_05_02	530_PM	M9	37	0.1748810709	3983454.25	370750.5
2025_05_02	530_PM	M9	37	0.1675232135	3813028.25	358220.5
2025_05_02	530_PM	M9	62	0.5242730926	664771.25	277444.5
2025_05_02	530_PM	M9	62	0.5007175849	667317.25	266329.5
2025_05_02	530_PM	M9	63	0.7608300941	420041.25	6573670.5
2025_05_02	530_PM	M9	63	0.845978177	417537.25	6712306.5
2025_05_02	530_PM	M9	64	0.3336558123	595347.25	321847.5
2025_05_02	530_PM	M9	64	0.325756946	590951.25	314372.5
2025_05_02	530_PM	M9	65	0.7559223942	1555696.25	160299.5
2025_05_02	530_PM	M9	65	0.6824012037	1563311.25	145842.5
2025_05_02	530_PM	M9	96	0.1872385702	1401876.25	89657.5
2025_05_02	530_PM	M9	96	0.1879777299	1409380.25	81515.5
2025_05_02	530_PM	M9	97	0.2200040921	429875.25	142029.5
2025_05_02	530_PM	M9	97	0.2201340718	426362.25	130506.5
2025_05_02	530_PM	M9	98	0.2350372535	522281.25	84677.5
2025_05_02	530_PM	M9	98	0.2309083688	512996.25	87016.5
2025_05_02	530_PM	M9	99	0.3146679763	654650.25	795856.5
2025_05_02	530_PM	M9	99	0.3180626865	662116.25	792936.5
2025_05_02	530_PM	M9	100	0.1754419128	1366516.25	69802.5
2025_05_02	530_PM	M9	100	0.1727794028	1347682.25	70910.5
2025_05_02	530_PM	M9	101	0.2707994721	412407.25	1182181.5
2025_05_02	530_PM	M9	101	0.2877517877	417498.25	1197774.5
2025_05_02	530_PM	M9	102	0.1581597186	228929.25	1049853.5
2025_05_02	530_PM	M9	102	0.1602195053	225931.25	1036607.5
2025_05_02	530_PM	M9	103	0.3666120231	248171.25	1496200.5
2025_05_02	530_PM	M9	103	0.3616881085	252996.25	1495465.5
2025_05_02	530_PM	M9	104	0.4164272537	351459.25	193990.5
2025_05_02	530_PM	M9	104	0.4189991333	373078.25	187560.5
2025_05_02	530_PM	M9	105	0.3146662548	1767258.25	1771989.5
2025_05_02	530_PM	M9	105	0.3217989916	1759524.25	1773919.5
2025_05_02	530_PM	M9	106	0.4310903812	419009.25	2169194.5
2025_05_02	530_PM	M9	106	0.4460418585	415242.25	2186926.5
2025_05_02	530_PM	M9	107	0.3143419941	644759.25	2050859.5
2025_05_02	530_PM	M9	107	0.3143400315	647217.25	2040270.5
2025_05_02	530_PM	M9	108	0.1866086221	279386.25	1466731.5
2025_05_02	530_PM	M9	108	0.1755980452	277815.25	1503242.5
2025_05_02	530_PM	M9	109	0.3356486136	194404.25	1879079.5
2025_05_02	530_PM	M9	109	0.3364391026	203783.25	1901852.5
2025_05_02	530_PM	M9	112	0.4038143677	289971.25	163810.5
2025_05_02	530_PM	M9	112	0.4038585767	284585.25	152200.5
2025_05_02	530_PM	M9	63	0.8460283862	584658.25	717300.5
2025_05_02	530_PM	M9	63	0.872998485	591731.25	741368.5
2025_05_02	530_PM	M9	103	0.97467984	589250.25	3267034.5
2025_05_02	530_PM	M9	103	0.9990275529	560499.25	3209509.5
2025_05_02	530_PM	M9	108	0.4752478646	641222.25	2892171.5
2025_05_02	530_PM	M9	108	0.4893274496	649588.25	2903152.5
2025_05_02	530_PM	M9	109	0.8647231085	502621.25	3786890.5
2025_05_02	530_PM	M9	109	0.8590900709	509152.25	3830047.5
2025_05_02	530_PM	M9	Blank	-3.36E-03	5612.25	-293.5
2025_05_02	530_PM	M9	Blank	-0.001020851429	-2395.75	-844.5
2025_05_02	530_PM	M9	Blank	0.002490886248	-2753.75	-295.5
2025_05_02	530_PM	M9	Blank	0.001894350628	-462.75	1433.5
2025_05_09	AM_dil	M9	33	0.173375	406881	5571.75
2025_05_09	AM_dil	M9	33	0.180575	393820	3677.75
2025_05_09	AM_dil	M9	34	0.190675	1585991	589696.75
2025_05_09	AM_dil	M9	34	0.187275	1596942	573815.75
2025_05_09	AM_dil	M9	35	0.228875	510683	732194.75
2025_05_09	AM_dil	M9	35	0.229075	517804	766214.75
2025_05_09	AM_dil	M9	36	0.147975	10720048	564089.75
2025_05_09	AM_dil	M9	36	0.162775	10755198	569495.75
2025_05_09	AM_dil	M9	37	0.157875	15579489	1062565.75
2025_05_09	AM_dil	M9	37	0.160075	15672208	1097879.75
2025_05_09	AM_dil	M9	62	0.186675	749008	1095022.75
2025_05_09	AM_dil	M9	62	0.187675	760692	1076537.75
2025_05_09	AM_dil	M9	63	0.193975	373425	1016904.75
2025_05_09	AM_dil	M9	63	0.195275	381808	1046981.75
2025_05_09	AM_dil	M9	64	0.176075	1305459	1383923.75
2025_05_09	AM_dil	M9	64	0.179075	1307152	1414024.75
2025_05_09	AM_dil	M9	65	0.195975	1490708	334578.75
2025_05_09	AM_dil	M9	65	0.198175	1518540	347210.75
2025_05_09	AM_dil	M9	96	0.164375	3990623	718730.75
2025_05_09	AM_dil	M9	96	0.170975	3950742	681217.75
2025_05_09	AM_dil	M9	97	0.164875	1317754	1007787.75
2025_05_09	AM_dil	M9	97	0.172475	1341309	978293.75
2025_05_09	AM_dil	M9	98	0.202575	1798623	609993.75
2025_05_09	AM_dil	M9	98	0.211275	1852013	607885.75
2025_05_09	AM_dil	M9	99	0.171175	1934847	1523696.75
2025_05_09	AM_dil	M9	99	0.172975	1931831	1579076.75
2025_05_09	AM_dil	M9	100	0.179075	5714737	600318.75
2025_05_09	AM_dil	M9	100	0.183675	5846343	612481.75
2025_05_09	AM_dil	M9	101	0.150275	862141	3568601.75
2025_05_09	AM_dil	M9	101	0.147075	880413	3610763.75
2025_05_09	AM_dil	M9	102	0.059075	315625	3385616.75
2025_05_09	AM_dil	M9	102	0.059575	299610	3497502.75
2025_05_09	AM_dil	M9	103	0.211175	334244	1518348.75
2025_05_09	AM_dil	M9	103	0.215575	338857	1543434.75
2025_05_09	AM_dil	M9	104	0.235575	458423	551706.75
2025_05_09	AM_dil	M9	104	0.237775	463411	516549.75
2025_05_09	AM_dil	M9	105	0.152375	396529	773564.75
2025_05_09	AM_dil	M9	105	0.152175	390185	775799.75
2025_05_09	AM_dil	M9	106	0.148475	347304	2220119.75
2025_05_09	AM_dil	M9	106	0.153275	358139	2263949.75
2025_05_09	AM_dil	M9	107	0.039175	376313	2301963.75
2025_05_09	AM_dil	M9	107	0.040475	402787	2364751.75
2025_05_09	AM_dil	M9	108	0.064475	335090	3288686.75
2025_05_09	AM_dil	M9	108	0.065875	338145	3326502.75
2025_05_09	AM_dil	M9	109	0.051475	59968	1413547.75
2025_05_09	AM_dil	M9	109	0.051975	57073	1441627.75
2025_05_09	AM_dil	M9	112	0.157975	134358	765846.75
2025_05_09	AM_dil	M9	112	0.156875	133986	754714.75
2025_05_09	AM_dil	M9	Blank	-0.000525	-2374	-291.25
2025_05_09	AM_dil	M9	Blank	0.000175	5564	-967.25
2025_05_09	AM_dil	M9	Blank	0.000175	-3542	2289.75
2025_05_09	AM_dil	M9	Blank	0.000175	352	-1031.25
2025_05_09	AM_dil	M9	Blank	0.000775	-17686	-5417.25
2025_05_09	AM_dil	M9	Blank	-0.000825	-26925	-860.25
2025_05_09	AM	PBS_LB	33	0.7512114672	352830.1667	831.6666667
2025_05_09	AM	PBS_LB	33	0.9090511336	367058.1667	-355.3333333
2025_05_09	AM	PBS_LB	34	0.9514667837	2483310.167	401467.6667
2025_05_09	AM	PBS_LB	34	0.9471014498	2489754.167	397950.6667
2025_05_09	AM	PBS_LB	35	0.962338056	833532.1667	1072655.667
2025_05_09	AM	PBS_LB	35	0.926343483	821302.1667	1106488.667
2025_05_09	AM	PBS_LB	36	0.693378178	23338761.17	2092101.667
2025_05_09	AM	PBS_LB	36	0.9481897661	23401803.17	2170703.667
2025_05_09	AM	PBS_LB	37	1.012482257	20414481.17	3333084.667
2025_05_09	AM	PBS_LB	37	0.9243083648	20451001.17	3305648.667
2025_05_09	AM	PBS_LB	62	0.8986664561	1197606.167	754176.6667
2025_05_09	AM	PBS_LB	62	0.822883869	1192882.167	769481.6667
2025_05_09	AM	PBS_LB	63	0.9228050255	300784.1667	1407232.667
2025_05_09	AM	PBS_LB	63	1.113946552	307034.1667	1367211.667
2025_05_09	AM	PBS_LB	64	0.9210249167	1732928.167	1858941.667
2025_05_09	AM	PBS_LB	64	0.7825387628	1727355.167	1823986.667
2025_05_09	AM	PBS_LB	65	1.117726292	2348718.167	277949.6667
2025_05_09	AM	PBS_LB	65	1.053336896	2322353.167	278480.6667
2025_05_09	AM	PBS_LB	96	0.75616316	6064719.167	467342.6667
2025_05_09	AM	PBS_LB	96	0.7724467628	6017323.167	464601.6667
2025_05_09	AM	PBS_LB	97	0.7986947049	1249553.167	510927.6667
2025_05_09	AM	PBS_LB	97	0.8040945459	1253913.167	520611.6667
2025_05_09	AM	PBS_LB	98	0.6974014363	2173407.167	424536.6667
2025_05_09	AM	PBS_LB	98	0.6717255642	2181255.167	421871.6667
2025_05_09	AM	PBS_LB	99	0.6114809347	2173471.167	4376691.667
2025_05_09	AM	PBS_LB	99	0.728595486	2159367.167	4421849.667
2025_05_09	AM	PBS_LB	100	0.7857688181	7705362.167	436349.6667
2025_05_09	AM	PBS_LB	100	0.7351446706	7629731.167	409215.6667
2025_05_09	AM	PBS_LB	101	0.7944766013	1246749.167	7540541.667
2025_05_09	AM	PBS_LB	101	0.7845310104	1230754.167	7483526.667
2025_05_09	AM	PBS_LB	102	0.4333896243	407470.1667	4252901.667
2025_05_09	AM	PBS_LB	102	0.4797667546	410619.1667	4321124.667
2025_05_09	AM	PBS_LB	103	1.182460923	64533.16667	1568789.667
2025_05_09	AM	PBS_LB	103	1.142912096	64128.16667	1560878.667
2025_05_09	AM	PBS_LB	104	1.043732096	161615.1667	137517.6667
2025_05_09	AM	PBS_LB	104	0.9948589086	158460.1667	136948.6667
2025_05_09	AM	PBS_LB	105	2.155544425	1606582.167	1974048.667
2025_05_09	AM	PBS_LB	105	2.408340842	1638129.167	2042556.667
2025_05_09	AM	PBS_LB	106	0.8384019207	526718.1667	4692374.667
2025_05_09	AM	PBS_LB	106	0.8968548443	511148.1667	4692877.667
2025_05_09	AM	PBS_LB	107	0.7795181112	842372.1667	4359087.667
2025_05_09	AM	PBS_LB	107	0.6709309832	826890.1667	4366522.667
2025_05_09	AM	PBS_LB	108	0.5743758546	580386.1667	4220369.667
2025_05_09	AM	PBS_LB	108	0.5605806299	585369.1667	4308433.667
2025_05_09	AM	PBS_LB	109	0.7017391689	156259.1667	7576207.667
2025_05_09	AM	PBS_LB	109	0.7364423779	159594.1667	7677831.667
2025_05_09	AM	PBS_LB	112	0.8374024665	583275.1667	6879340.667
2025_05_09	AM	PBS_LB	112	0.6645034726	540849.1667	6500561.667
2025_05_09	AM	PBS_LB	Blank	0.002399479974	1105.166667	-1896.333333
2025_05_09	AM	PBS_LB	Blank	0.004964670702	1059.166667	-2386.333333
2025_05_09	AM	PBS_LB	Blank	-0.00245405767	2302.166667	1445.666667
2025_05_09	AM	PBS_LB	Blank	0.000162648323	1313.166667	2622.666667
2025_05_09	AM	PBS_LB	Blank	-0.0005078778839	-317.8333333	1907.666667
2025_05_09	AM	PBS_LB	Blank	-0.004564863444	-5461.833333	-1693.333333
2025_04_24	AM_undil	M9	33	2.203494433	1414989.5	19326.5
2025_04_24	AM_undil	M9	65	4.597357186	3093056.5	1213639.5
2025_04_24	AM_undil	M9	103	11.11759008	1203140.5	5477558.5
2025_04_24	AM_undil	M9	100	3.076171143	10357217.5	2016356.5
2025_05_09	AM_undil	M9	98	3.071930683	3557660.5	2103636.5
2025_05_09	AM_undil	M9	105	4.393704261	1420907.5	3064099.5
2025_05_09	AM_undil	M9	99	7.270803176	4444506.5	5811101.5
2025_05_09	AM_undil	M9	63	4.616142868	1376277.5	3974294.5
2025_05_09	AM_undil	M9	35	3.057649616	1490212.5	2772296.5
2025_05_09	AM_undil	M9	112	3.017399891	541718.5	2971951.5
2025_05_09	AM_undil	M9	34	2.023136174	2959758.5	2064343.5
2025_05_09	AM_undil	M9	96	2.377083446	6834194.5	2460444.5
2025_05_09	AM_undil	M9	62	3.489990834	1930838.5	3915382.5
2025_05_09	AM_undil	M9	97	2.734895718	2726162.5	3480888.5
2025_05_09	AM_undil	M9	36	1.615534395	25112250.5	2147942.5
2025_05_09	AM_undil	M9	64	3.369472414	2826782.5	5125122.5
2025_05_09	AM_undil	M9	106	3.744265164	998597.5	8183638.5
2025_05_09	AM_undil	M9	37	1.746212757	40408274.5	4050124.5
2025_05_09	AM_undil	M9	101	3.291948848	2661208.5	13950278.5
2025_05_09	AM_undil	M9	109	0.6289861502	259890.5	6645150.5
2025_05_09	AM_undil	M9	108	0.3294187831	623622.5	6028296.5
2025_05_09	AM_undil	M9	102	0.2703239128	566009.5	6272076.5
2025_05_09	AM_undil	M9	107	0.1769855676	815413.5	4664416.5
2025_05_09	330_PM	PBS_LB	33	0.1316001472	35111.8	-3602.2
2025_05_09	330_PM	PBS_LB	33	0.1622029852	39077.8	-31.2
2025_05_09	330_PM	PBS_LB	34	0.6683778188	314857.8	37140.8
2025_05_09	330_PM	PBS_LB	34	0.6545284443	302819.8	31426.8
2025_05_09	330_PM	PBS_LB	35	0.7747684306	130879.8	69607.8
2025_05_09	330_PM	PBS_LB	35	0.73595977	131374.8	68565.8
2025_05_09	330_PM	PBS_LB	36	0.227281452	1342868.8	74294.8
2025_05_09	330_PM	PBS_LB	36	0.3149878761	1432948.8	81178.8
2025_05_09	330_PM	PBS_LB	37	0.460180234	2189606.8	184428.8
2025_05_09	330_PM	PBS_LB	37	0.4540189665	2229049.8	181034.8
2025_05_09	330_PM	PBS_LB	62	0.651381702	170552.8	71028.8
2025_05_09	330_PM	PBS_LB	62	0.6820713573	176449.8	78139.8
2025_05_09	330_PM	PBS_LB	63	0.4089333583	114370.8	74319.8
2025_05_09	330_PM	PBS_LB	63	0.4992466261	119411.8	70989.8
2025_05_09	330_PM	PBS_LB	64	0.5543860819	213807.8	116838.8
2025_05_09	330_PM	PBS_LB	64	0.5499916088	215516.8	129521.8
2025_05_09	330_PM	PBS_LB	65	0.9905340277	334985.8	18822.8
2025_05_09	330_PM	PBS_LB	65	0.9729876518	330472.8	17435.8
2025_05_09	330_PM	PBS_LB	96	0.4432807106	680943.8	31887.8
2025_05_09	330_PM	PBS_LB	96	0.5678799594	702129.8	33199.8
2025_05_09	330_PM	PBS_LB	97	0.5604155003	168325.8	38659.8
2025_05_09	330_PM	PBS_LB	97	0.5534288447	174011.8	44113.8
2025_05_09	330_PM	PBS_LB	98	0.3216161254	182595.8	30237.8
2025_05_09	330_PM	PBS_LB	98	0.3171248738	188500.8	28371.8
2025_05_09	330_PM	PBS_LB	99	0.3539349254	215352.8	336222.8
2025_05_09	330_PM	PBS_LB	99	0.4215581277	212685.8	344573.8
2025_05_09	330_PM	PBS_LB	100	0.4110839116	680843.8	27029.8
2025_05_09	330_PM	PBS_LB	100	0.4206496661	660438.8	29913.8
2025_05_09	330_PM	PBS_LB	101	0.4185615794	151376.8	545293.8
2025_05_09	330_PM	PBS_LB	101	0.404735224	151430.8	527876.8
2025_05_09	330_PM	PBS_LB	102	0.2636453667	84606.8	242900.8
2025_05_09	330_PM	PBS_LB	102	0.3123600355	82647.8	241017.8
2025_05_09	330_PM	PBS_LB	103	1.275279094	63927.8	69656.8
2025_05_09	330_PM	PBS_LB	103	1.393147574	69807.8	80522.8
2025_05_09	330_PM	PBS_LB	104	0.3218965529	58260.8	2107.8
2025_05_09	330_PM	PBS_LB	104	0.288808208	64959.8	3097.8
2025_05_09	330_PM	PBS_LB	105	0.9756375352	115148.8	58808.8
2025_05_09	330_PM	PBS_LB	105	1.061943104	117787.8	63749.8
2025_05_09	330_PM	PBS_LB	106	0.6504326329	114111.8	458413.8
2025_05_09	330_PM	PBS_LB	106	0.6815969807	105905.8	446669.8
2025_05_09	330_PM	PBS_LB	107	0.5029804919	170942.8	548617.8
2025_05_09	330_PM	PBS_LB	107	0.5161897439	170423.8	546600.8
2025_05_09	330_PM	PBS_LB	108	0.3841507438	130368.8	615075.8
2025_05_09	330_PM	PBS_LB	108	0.4084186261	136109.8	600675.8
2025_05_09	330_PM	PBS_LB	109	0.8491497511	61395.8	516468.8
2025_05_09	330_PM	PBS_LB	109	0.8203368148	66567.8	515877.8
2025_05_09	330_PM	PBS_LB	112	0.5354335826	92238.8	309413.8
2025_05_09	330_PM	PBS_LB	112	0.490944016	94970.8	300065.8
2025_05_09	330_PM	PBS_LB	Blank	-0.003292460185	-1415.2	-3128.2
2025_05_09	330_PM	PBS_LB	Blank	0.0003415254388	909.8	-265.2
2025_05_09	330_PM	PBS_LB	Blank	-0.001240108584	637.8	1880.8
2025_05_09	330_PM	PBS_LB	Blank	0.003286522483	4037.8	2213.8
2025_05_09	330_PM	PBS_LB	Blank	0.0009045208467	-4170.2	-701.2
2025_05_09	330_PM	M9	33	0.05504224	135747.25	-1070.25
2025_05_09	330_PM	M9	33	0.05804702687	131960.25	417.75
2025_05_09	330_PM	M9	34	0.52478335	700188.25	179035.75
2025_05_09	330_PM	M9	34	0.4964613725	668616.25	186557.75
2025_05_09	330_PM	M9	35	0.7710235882	282326.25	130010.75
2025_05_09	330_PM	M9	35	0.7330056913	279642.25	132503.75
2025_05_09	330_PM	M9	36	0.464811465	8716024.25	472334.75
2025_05_09	330_PM	M9	36	0.5668507705	8485695.25	468377.75
2025_05_09	330_PM	M9	37	0.2503506771	5239672.25	593815.75
2025_05_09	330_PM	M9	37	0.2471597208	5228574.25	577710.75
2025_05_09	330_PM	M9	62	0.4515778795	163742.25	123727.75
2025_05_09	330_PM	M9	62	0.4161190259	157453.25	126309.75
2025_05_09	330_PM	M9	63	0.5104633878	159700.25	99821.75
2025_05_09	330_PM	M9	63	0.6060266713	165323.25	91637.75
2025_05_09	330_PM	M9	64	0.1276429028	269665.25	212144.75
2025_05_09	330_PM	M9	64	0.1203132978	266788.25	215727.75
2025_05_09	330_PM	M9	65	0.6670372813	368048.25	41739.75
2025_05_09	330_PM	M9	65	0.6615333606	356167.25	43596.75
2025_05_09	330_PM	M9	96	0.05641709836	757073.25	69077.75
2025_05_09	330_PM	M9	96	0.05477896834	775474.25	71664.75
2025_05_09	330_PM	M9	97	0.08193920584	246977.25	114289.75
2025_05_09	330_PM	M9	97	0.07075562704	221609.25	106236.75
2025_05_09	330_PM	M9	98	0.16966616	402117.25	91004.75
2025_05_09	330_PM	M9	98	0.1571451158	368596.25	84049.75
2025_05_09	330_PM	M9	99	0.4487169467	815231.25	883597.75
2025_05_09	330_PM	M9	99	0.4556797618	816119.25	878109.75
2025_05_09	330_PM	M9	100	0.06314147553	1037749.25	75020.75
2025_05_09	330_PM	M9	100	0.06440333794	1003550.25	72284.75
2025_05_09	330_PM	M9	101	0.1068046581	191296.25	904858.75
2025_05_09	330_PM	M9	101	0.1023808904	175270.25	853264.75
2025_05_09	330_PM	M9	102	0.0088787	12451.25	114935.75
2025_05_09	330_PM	M9	102	0.00922367	9382.25	116519.75
2025_05_09	330_PM	M9	103	0.8671081134	219532.25	175650.75
2025_05_09	330_PM	M9	103	0.8879390453	213049.25	165667.75
2025_05_09	330_PM	M9	104	0.5981478785	161051.25	45967.75
2025_05_09	330_PM	M9	104	0.5862432875	152148.25	42037.75
2025_05_09	330_PM	M9	105	0.9270449868	164004.25	52742.75
2025_05_09	330_PM	M9	105	0.8905805592	158738.25	60079.75
2025_05_09	330_PM	M9	106	0.5383970109	166120.25	829415.75
2025_05_09	330_PM	M9	106	0.56752279	161119.25	819000.75
2025_05_09	330_PM	M9	107	0.0028727	5007.25	62923.75
2025_05_09	330_PM	M9	107	0.00284796	3572.25	67073.75
2025_05_09	330_PM	M9	108	0.0119719616	14479.25	103566.75
2025_05_09	330_PM	M9	108	0.01223589529	15340.25	120226.75
2025_05_09	330_PM	M9	109	0.1982499201	35374.25	239297.75
2025_05_09	330_PM	M9	109	0.1953953357	38434.25	250937.75
2025_05_09	330_PM	M9	112	0.1994889413	93919.25	56526.75
2025_05_09	330_PM	M9	112	0.2220489997	91644.25	57666.75
2025_05_09	330_PM	M9	63	1.600873463	355343.25	240343.75
2025_05_09	330_PM	M9	63	1.584778926	340250.25	221531.75
2025_05_09	330_PM	M9	103	1.648070033	354112.25	416937.75
2025_05_09	330_PM	M9	103	1.382822954	349342.25	403193.75
2025_05_09	330_PM	M9	108	0.20160404	50868.25	282205.75
2025_05_09	330_PM	M9	108	0.1793442826	41758.25	285140.75
2025_05_09	330_PM	M9	109	0.73208338	145553.25	623302.75
2025_05_09	330_PM	M9	109	0.7147408717	147075.25	618140.75
2025_05_09	330_PM	M9	102	0.04963412647	32762.25	311376.75
2025_05_09	330_PM	M9	102	0.04341063441	28512.25	307901.75
2025_05_09	330_PM	M9	107	0.218026215	385622.25	1490073.75
2025_05_09	330_PM	M9	107	0.2183637939	385852.25	1479476.75
2025_05_09	330_PM	M9	108	0.132	35020	289405
2025_05_09	330_PM	M9	108	0.124	33487	271985
2025_05_09	330_PM	M9	Blank	0.004	-4162	-474
2025_05_09	330_PM	M9	Blank	-0.001	3312	1313
2025_05_09	330_PM	M9	Blank	-0.002	-1095	-1201
2025_05_09	330_PM	M9	Blank	-0.002	1944	363
